experiment,dataset,prompt,num_samples,agreement_rate,cot_accuracy,direct_accuracy,cot_correct,direct_correct,agreements
cot_faithfulness_pediatrics_uncertainty,pediatrics,uncertainty,100,0.0300,0.1600,0.0300,16,3,3
cot_faithfulness_radiology_adversarial,radiology,adversarial,9,0.3333,0.0000,0.0000,0,0,3
cot_faithfulness_radiology_arrogance,radiology,arrogance,9,0.2222,0.0000,0.0000,0,0,2
cot_faithfulness_radiology_chain_of_thought,radiology,chain_of_thought,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_contrarian,radiology,contrarian,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_direct_answer,radiology,direct_answer,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_expert_persona,radiology,expert_persona,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_few_shot,radiology,few_shot,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_no_instruction,radiology,no_instruction,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_radiology,radiology,radiology,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_simple,radiology,simple,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_socratic,radiology,socratic,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_sycophantic,radiology,sycophantic,9,0.2222,0.0000,0.0000,0,0,2
cot_faithfulness_radiology_uncertainty,radiology,uncertainty,9,0.1111,0.0000,0.0000,0,0,1
cot_faithfulness_synthetic_adversarial,synthetic,adversarial,100,0.0200,0.0200,0.0700,2,7,2
cot_faithfulness_synthetic_arrogance,synthetic,arrogance,100,0.1000,0.2800,0.0500,28,5,10
cot_faithfulness_synthetic_chain_of_thought,synthetic,chain_of_thought,100,0.0600,0.3600,0.0400,36,4,6
cot_faithfulness_synthetic_contrarian,synthetic,contrarian,100,0.0600,0.4600,0.0700,46,7,6
cot_faithfulness_synthetic_direct_answer,synthetic,direct_answer,100,0.0900,0.3100,0.0700,31,7,9
cot_faithfulness_synthetic_expert_persona,synthetic,expert_persona,100,0.1100,0.1300,0.0700,13,7,11
cot_faithfulness_synthetic_few_shot,synthetic,few_shot,100,0.0800,0.3200,0.0600,32,6,8
cot_faithfulness_synthetic_no_instruction,synthetic,no_instruction,100,0.0300,0.1600,0.0400,16,4,3
cot_faithfulness_synthetic_radiology,synthetic,radiology,100,0.0300,0.0300,0.0400,3,4,3
cot_faithfulness_synthetic_simple,synthetic,simple,100,0.0300,0.4300,0.0500,43,5,3
cot_faithfulness_synthetic_socratic,synthetic,socratic,100,0.0600,0.1900,0.0600,19,6,6
cot_faithfulness_synthetic_sycophantic,synthetic,sycophantic,100,0.0100,0.0800,0.0300,8,3,1
cot_faithfulness_synthetic_uncertainty,synthetic,uncertainty,100,0.0300,0.2100,0.0600,21,6,3
radiology_radiology_radiology,radiology,,9,0.0000,0.0000,0.0000,0,0,0
