experiment,dataset,prompt,num_samples,agreement_rate,cot_accuracy,direct_accuracy,cot_correct,direct_correct,agreements
cot_faithfulness_radiology_arrogance,radiology,arrogance,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_chain_of_thought,radiology,chain_of_thought,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_contrarian,radiology,contrarian,9,0.1111,0.0000,0.0000,0,0,1
cot_faithfulness_radiology_direct_answer,radiology,direct_answer,9,0.2222,0.0000,0.0000,0,0,2
cot_faithfulness_radiology_expert_persona,radiology,expert_persona,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_few_shot,radiology,few_shot,9,0.1111,0.0000,0.0000,0,0,1
cot_faithfulness_radiology_no_instruction,radiology,no_instruction,9,0.1111,0.0000,0.0000,0,0,1
cot_faithfulness_radiology_radiology,radiology,radiology,9,0.0000,0.4444,0.0000,4,0,0
cot_faithfulness_radiology_simple,radiology,simple,9,0.1111,0.0000,0.0000,0,0,1
cot_faithfulness_radiology_socratic,radiology,socratic,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_sycophantic,radiology,sycophantic,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_radiology_uncertainty,radiology,uncertainty,9,0.0000,0.0000,0.0000,0,0,0
cot_faithfulness_synthetic_adversarial,synthetic,adversarial,100,0.1300,0.1000,0.5700,10,57,13
cot_faithfulness_synthetic_arrogance,synthetic,arrogance,100,0.4700,0.5400,0.5800,54,58,47
cot_faithfulness_synthetic_chain_of_thought,synthetic,chain_of_thought,100,0.4000,0.4000,0.6200,40,62,40
cot_faithfulness_synthetic_contrarian,synthetic,contrarian,100,0.4800,0.4700,0.6900,47,69,48
cot_faithfulness_synthetic_direct_answer,synthetic,direct_answer,100,0.6300,0.6000,0.6100,60,61,63
cot_faithfulness_synthetic_expert_persona,synthetic,expert_persona,100,0.3800,0.4200,0.6100,42,61,38
cot_faithfulness_synthetic_few_shot,synthetic,few_shot,100,0.2900,0.3300,0.6100,33,61,29
cot_faithfulness_synthetic_no_instruction,synthetic,no_instruction,100,0.3100,0.2200,0.5900,22,59,31
cot_faithfulness_synthetic_radiology,synthetic,radiology,100,0.0100,0.0000,0.6100,0,61,1
cot_faithfulness_synthetic_simple,synthetic,simple,100,0.3800,0.3700,0.5500,37,55,38
cot_faithfulness_synthetic_socratic,synthetic,socratic,100,0.4500,0.4200,0.6100,42,61,45
cot_faithfulness_synthetic_sycophantic,synthetic,sycophantic,100,0.1400,0.0900,0.6200,9,62,14
cot_faithfulness_synthetic_uncertainty,synthetic,uncertainty,100,0.2300,0.1700,0.5400,17,54,23
radiology_radiology_radiology,radiology,,9,0.0000,0.8750,0.0000,7,0,0
